concept_id,node_type,preferred_name,source,category,synonyms
SCTID:445260006,Disease,Diabetes mellitus following solid organ transplant,SNOMEDCT,Complication,Diabetes mellitus following solid organ transplant | Posttransplant diabetes mellitus
SCTID:445353002,Disease,Brittle type 2 diabetes mellitus,SNOMEDCT,Complication,Brittle type 2 diabetes mellitus | Brittle type II diabetes mellitus | Labile type II diabetes mellitus | Unstable type II diabetes mellitus
SCTID:46635009,Disease,Diabetes mellitus type 1,SNOMEDCT,Complication,Diabetes mellitus type 1 | Diabetes mellitus type I | T1DM - type 1 diabetes mellitus | Type 1 diabetes mellitus | Type I diabetes mellitus
SCTID:46894009,Disease,Gestational diabetes mellitus class A2,SNOMEDCT,Complication,Gestational diabetes mellitus class A2
SCTID:472699005,Disease,Uncontrolled gestational diabetes mellitus,SNOMEDCT,Complication,Gestational diabetes mellitus uncontrolled | Uncontrolled gestational diabetes mellitus
SCTID:4783006,Disease,Maternal diabetes mellitus with hypoglycemia affecting fetus OR newborn,SNOMEDCT,Complication,Maternal diabetes mellitus with hypoglycaemia affecting fetus OR newborn | Maternal diabetes mellitus with hypoglycaemia affecting foetus OR newborn | Maternal diabetes mellitus with hypoglycemia affecting fetus OR newborn
SCTID:4855003,Disease,Retinopathy due to diabetes mellitus,SNOMEDCT,Complication,DR - Diabetic retinopathy | Diabetic retinopathy | Retinal abnormality - diabetes-related | Retinopathy due to diabetes mellitus
SCTID:48951005,Disease,Bullous disease due to diabetes mellitus,SNOMEDCT,Complication,Bullosis diabeticorum | Bullous disease due to diabetes mellitus | Diabetic bulla
SCTID:49455004,Disease,Polyneuropathy due to diabetes mellitus,SNOMEDCT,Complication,Diabetic polyneuropathy | Polyneuropathy due to diabetes mellitus
SCTID:49817004,Disease,Neonatal diabetes mellitus,SNOMEDCT,Complication,Neonatal diabetes mellitus
SCTID:50620007,Disease,Autonomic neuropathy due to diabetes mellitus,SNOMEDCT,Complication,Autonomic neuropathy due to diabetes | Autonomic neuropathy due to diabetes mellitus | Autonomic neuropathy with diabetes mellitus | Diabetic autonomic neuropathy
SCTID:51002006,Disease,Diabetes mellitus associated with pancreatic disease,SNOMEDCT,Complication,Diabetes mellitus associated with pancreatic disease | Pancreatogenic type 3c diabetes mellitus | Secondary pancreatic diabetes mellitus
SCTID:530558861000132104,Disease,Atypical diabetes mellitus,SNOMEDCT,Complication,ADM - atypical diabetes mellitus | Atypical diabetes mellitus
SCTID:5368009,Disease,Drug-induced diabetes mellitus,SNOMEDCT,Complication,Drug-induced diabetes mellitus
SCTID:56391002,Disease,Necrobiosis lipoidica diabeticorum,SNOMEDCT,Complication,Diabetic necrobiosis lipoidica | NLD - Necrobiosis lipoidica diabeticorum | Necrobiosis diabeticorum | Necrobiosis lipoidica diabeticorum | Oppenheim-Urbach disease
SCTID:57886004,Disease,Protein-deficient diabetes mellitus,SNOMEDCT,Complication,Malnutrition-related diabetes mellitus - protein-deficient | Protein-deficient diabetes mellitus
SCTID:59276001,Disease,Proliferative retinopathy due to diabetes mellitus,SNOMEDCT,Complication,PDR - proliferative diabetic retinopathy | Proliferative diabetic retinopathy | Proliferative retinopathy due to diabetes mellitus | Proliferative retinopathy with diabetes mellitus
SCTID:5969009,Disease,Diabetes mellitus associated with genetic syndrome,SNOMEDCT,Complication,Diabetes mellitus associated with genetic syndrome | Genetic syndromes of diabetes mellitus
SCTID:60951000119105,Disease,Blindness due to type 2 diabetes mellitus,SNOMEDCT,Complication,Blindness due to type 2 diabetes mellitus
SCTID:609561005,Disease,Maturity-onset diabetes of the young,SNOMEDCT,Complication,MODY - maturity onset diabetes of young | Maturity-onset diabetes of the young
SCTID:609562003,Disease,"Maturity onset diabetes of the young, type 1",SNOMEDCT,Complication,"HNF4A (hepatocyte nuclear factor 4 alpha) monogenic diabetes mellitus | MODY1 (maturity onset diabetes of the young type 1) | Maturity onset diabetes of the young, type 1"
SCTID:609563008,Disease,Pre-existing diabetes mellitus in pregnancy,SNOMEDCT,Complication,Pre-existing diabetes mellitus in pregnancy
SCTID:609564002,Disease,Pre-existing type 1 diabetes mellitus in pregnancy,SNOMEDCT,Complication,Pre-existing type 1 diabetes mellitus in pregnancy
SCTID:609565001,Disease,Permanent neonatal diabetes mellitus,SNOMEDCT,Complication,Permanent diabetes mellitus of infancy | Permanent neonatal diabetes mellitus
SCTID:609566000,Disease,Pregnancy and type 1 diabetes mellitus,SNOMEDCT,Complication,Pregnancy and type 1 diabetes mellitus
SCTID:609567009,Disease,Pre-existing type 2 diabetes mellitus in pregnancy,SNOMEDCT,Complication,Pre-existing type 2 diabetes mellitus in pregnancy
SCTID:609568004,Disease,Diabetes mellitus due to genetic defect in beta cell function,SNOMEDCT,Complication,Diabetes mellitus due to genetic defect in beta cell function
SCTID:609569007,Disease,Diabetes mellitus due to genetic defect in insulin action,SNOMEDCT,Complication,Diabetes mellitus due to genetic defect in insulin action
SCTID:609570008,Disease,"Maturity-onset diabetes of the young, type 3",SNOMEDCT,Complication,"MODY3 (maturity-onset diabetes of the young type 3) | Maturity-onset diabetes of the young, type 3"
SCTID:609571007,Disease,"Maturity-onset diabetes of the young, type 4",SNOMEDCT,Complication,"MODY4 (maturity-onset diabetes of the young type 4) | Maturity-onset diabetes of the young, type 4"
SCTID:609572000,Disease,"Maturity-onset diabetes of the young, type 5",SNOMEDCT,Complication,"HNF1B (HNF1 homeobox B) monogenic diabetes mellitus | HNF1B monogenic diabetes mellitus | HNF1B-MODY - HNF1 homeobox B maturity-onset diabetes of the young type 5 | MODY5 - maturity-onset diabetes of the young type 5 | Maturity-onset diabetes of the young, type 5 | Renal cysts and diabetes syndrome"
SCTID:609573005,Disease,"Maturity-onset diabetes of the young, type 6",SNOMEDCT,Complication,"MODY6 (maturity-onset diabetes of the young type 6) | Maturity-onset diabetes of the young, type 6"
SCTID:609574004,Disease,"Maturity-onset diabetes of the young, type 7",SNOMEDCT,Complication,"MODY7 (maturity-onset diabetes of the young type 7) | Maturity-onset diabetes of the young, type 7"
SCTID:609575003,Disease,"Maturity-onset diabetes of the young, type 8",SNOMEDCT,Complication,"Diabetes-pancreatic exocrine dysfunction syndrome | MODY8 (maturity-onset diabetes of the young type 8) | Maturity-onset diabetes of the young, type 8"
SCTID:609576002,Disease,"Maturity-onset diabetes of the young, type 9",SNOMEDCT,Complication,"MODY9 (maturity-onset diabetes of the young type 9) | Maturity-onset diabetes of the young, type 9"
SCTID:609577006,Disease,"Maturity-onset diabetes of the young, type 10",SNOMEDCT,Complication,"MODY10 (maturity-onset diabetes of the young type 10) | Maturity-onset diabetes of the young, type 10"
SCTID:609578001,Disease,"Maturity-onset diabetes of the young, type 11",SNOMEDCT,Complication,"MODY11 (maturity-onset diabetes of the young type 11) | Maturity-onset diabetes of the young, type 11"
SCTID:609579009,Disease,"Diabetes mellitus, transient neonatal 1",SNOMEDCT,Complication,"Diabetes mellitus, transient neonatal 1 | TNDM1"
SCTID:609580007,Disease,"Diabetes mellitus, transient neonatal 2",SNOMEDCT,Complication,"Diabetes mellitus, transient neonatal 2 | TNDM2"
